show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s6454;TV Show;The Hockey Girls;Kiko Cruz Claverol, Patricia Font;Iria del Río, Nora Navas, Josep Linuesa, Natàlia Barrientos, Dèlia Brufau, Yasmina Drissi Sales, Júlia Gibert, Mireia Oriol, Asia Ortega Leiva, Claudia Riera, Mireia Aixalà, Juli Fàbregas, Àgata Roca, Marc Clotet;Spain;September 20, 2019;2019;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;The passionate members of a girls' roller hockey team chase down victories in the rink while striving to make time for school, family and romance.
s3646;TV Show;Limmy's Show!;NA;Brian Limond, Debbie Welsh, Tom Brogan, Raymond Mearns, Kirstin McLean;United Kingdom; October 1, 2019;2012;TV-MA;2 Seasons;British TV Shows, TV Comedies;Scottish comic Brian "Limmy" Limond headlines this sketch series featuring him in various roles from a TV psychic to costumed adventurer "Falconhoof."
s3031;TV Show;Into the Badlands;NA;Daniel Wu, Emily Beecham, Sarah Bolger, Oliver Stark, Orla Brady, Ally Ioannides, Stephen Lang, Marton Csokas, Madeleine Mantock, Aramis Knight;United States;March 10, 2019;2018;TV-MA;3 Seasons;TV Action & Adventure;Dreaming of escaping to a distant city, a ferocious warrior and a mysterious boy tangle with territorial warlords and their highly trained killers.
s6085;Movie;The Angry Birds Movie 2;Thurop Van Orman, John Rice;Jason Sudeikis, Rachel Bloom, Leslie Jones, Josh Gad, Bill Hader, Danny McBride, Awkwafina, Sterling K. Brown, Tiffany Haddish, Eugenio Derbez;Finland, United States;February 27, 2020;2019;PG;97 min;Children & Family Movies, Comedies;Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes.
s4067;Movie;Michael;Ribhu Dasgupta;Naseeruddin Shah, Mahie Gill, Sabyasachi Chakraborty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar;India;July 5, 2020;2011;TV-MA;86 min;Dramas, Independent Movies, International Movies;After a dedicated cop accidentally kills a 12-year-old boy, he's fired, harassed and forced to take menial work as he tries to keep his life together.
s619;Movie;Attitude Test;Fabrizio Copano, Augusto Matte;Belén Soto, Denise Rosenthal, Constanza Piccoli, Fabiola Alarcón, Lucas Balmaceda, Agustín Silva, Camilo Carmona, Ingrid Cruz, Elvis Fuentes, Samuel Landea;Chile;August 19, 2018;2016;TV-14;88 min;Comedies, Independent Movies, International Movies;Four high school seniors steal an important college entrance exam and go on vacation to "study," but accidentally lose the exam while partying.
s7236;Movie;Trophy;Shaul Schwarz, Christina Clusiau;NA;United Kingdom, Namibia, South Africa, Zimbabwe, United States;February 13, 2018;2017;TV-MA;110 min;Documentaries, International Movies;This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives.
s1618;Movie;Dark Places;Gilles Paquet-Brenner;Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth;United States, United Kingdom, France;July 26, 2018;2015;R;113 min;Dramas, International Movies, Thrillers;Years after surviving a brutal crime as a child, Libby Day comes to believe that the brother she testified against for committing it may be innocent.
s4270;Movie;Mud;Jeff Nichols;Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland, Sam Shepard, Ray McKinnon, Sarah Paulson, Michael Shannon, Joe Don Baker, Paul Sparks;United States;January 1, 2021;2012;PG-13;131 min;Dramas, Independent Movies;Two Mississippi teens meet peculiar drifter Mud and get caught up in his web of tall tales about lost love, crimes of passion and bounty hunters.
s771;Movie;Bawarchi;Hrishikesh Mukherjee;Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal;India;December 31, 2019;1972;TV-PG;125 min;Classic Movies, Comedies, Dramas;A dysfunctional middle-class family is transformed by the attentions of their talented new chef – until he vanishes along with their valuable jewels.
s2975;Movie;In the Shadow of the Moon;Jim Mickle;Boyd Holbrook, Michael C. Hall, Cleopatra Coleman, Bokeem Woodbine, Rudi Dharmalingam, Rachel Keller;United States, Canada;September 27, 2019;2019;TV-MA;116 min;Dramas, Sci-Fi & Fantasy, Thrillers;A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.
s3409;Movie;Kis Kisko Pyaar Karoon;Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla;Kapil Sharma, Arbaaz Khan, Varun Sharma, Sharat Saxena, Supriya Pathak, Manoj Joshi, Manjari Fadnis, Simran Kaur Mundi, Elli Avram, Jamie Lever;India;November 1, 2017;2015;TV-PG;132 min;Comedies, International Movies;A man's decision to marry three women, to keep them from committing suicide, complicates his relationship with his girlfriend.
s5467;Movie;Secrets in the Hot Spring;NA;Chang Ting-hu, Hong Yan-xiang, Lin He Xuan, Kuo Shu-yao, Law Kar-Ying, Mimi Chu;Taiwan;December 31, 2018;2018;TV-14;108 min;Comedies, Horror Movies, International Movies;When three teen outcasts arrive at a hot springs hotel to help run things, creepy incidents prompt comical efforts to find what lurks in their midst.
s4419;Movie;Natascha Kampusch: The Whole Story;Alina Teodorescu;NA;United States;May 15, 2017;2010;TV-14;51 min;Movies;A Viennese child who was kidnapped and held captive in a basement before escaping after eight years reveals her headline-making story of survival.
s7062;Movie;Thorne: Sleepyhead;Stephen Hopkins;David Morrissey, Eddie Marsan, Aidan Gillen, O. T. Fagbenle, Lorraine Ashbourne, Natascha McElhone, Sara Lloyd-Gregory, Aisling Loftus, Sarah Niles, Joshua Close, Brian McCardie;United Kingdom, Australia, Canada, United States;November 2, 2016;2010;NR;125 min;Dramas, International Movies;Investigating a series of attacks on young women, detective Tom Thorne is dragged back into the nightmares of his past as he races to find a killer.
s7010;Movie;The Wolf's Call;Antonin Baudry;François Civil, Omar Sy, Mathieu Kassovitz, Reda Kateb, Paula Beer, Alexis Michalik, Jean-Yves Berteloot, Damien Bonnard, Pierre Cevaër, Sébastien Libessart;France;June 20, 2019;2019;TV-14;116 min;Dramas, International Movies, Thrillers;With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem – or sound – using only his ears.
s4652;Movie;One of Us;Heidi Ewing, Rachel Grady;NA;United States;October 20, 2017;2017;TV-14;95 min;Documentaries;In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community.
s917;Movie;Bill Burr: Paper Tiger;Mike Binder;Bill Burr;United States, United Kingdom;September 10, 2019;2019;TV-MA;67 min;Stand-Up Comedy;Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.
s4055;Movie;Metallica Through The Never;Nimród Antal;Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo;United States;October 28, 2020;2013;R;93 min;Music & Musicals;As heavy metal band Metallica tears up the stage, a young roadie is sent on an urgent errand. But his mission soon takes a surreal turn.
s2658;Movie;Have You Seen the Listers?;Eddie Martin;Anthony Lister;Australia;February 1, 2019;2017;TV-MA;86 min;Documentaries, International Movies;This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
s3096;Movie;Jab We Met;Imtiaz Ali;Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh, Pavan Malhotra, Kamal Tiwari, Kiran Juneja, Divya Seth, Saumya Tandon;India;September 28, 2020;2007;TV-14;143 min;Comedies, International Movies, Music & Musicals;Changing fortunes await a wealthy but dejected industrialist when he meets a spirited chatterbox on a train in this breezy Bollywood romantic comedy.
s6157;Movie;The Book of Sun;Faris Godus;Baraa Alem, Ismail Alhassan, Ahmed Saddam, Sohayb Godus, Nawaf Alshubaili, Eyad Ayman Kaifi;Saudi Arabia;October 1, 2020;2020;TV-14;120 min;Comedies, Independent Movies, International Movies;A high school senior sets out to make a no-budget horror film with his friend, one-time rival and teacher, but the project soon jeopardizes their future.
s4747;Movie;Palermo Hollywood;Eduardo Pinto;Brian Maya, Matías Desiderio, Manuela Pal, Azul Lombardía;Argentina;October 8, 2020;2004;TV-MA;106 min;Dramas, International Movies;A pair of petty criminals from different backgrounds get tangled up in a gangster's kidnapping scheme that goes awry.
s4456;Movie;Newtown;Kim A. Snyder;NA;United States;April 7, 2017;2016;NR;84 min;Documentaries;This intimate portrait sheds light on the trauma experienced and strength displayed by those affected by the 2012 massacre in Newtown, Connecticut.
s5901;Movie;Super Monsters: Dia de los Monsters;NA;NA;Canada;October 9, 2020;2020;TV-Y;25 min;Children & Family Movies;The Super Monsters celebrate Día de los Muertos in Vida’s hometown with her magical family, some new monster friends and a spook-tacular parade!
s7356;TV Show;Unorthodox;NA;Shira Haas, Amit Rahav, Jeff Wilbusch, Alex Reid, Ronit Asheri, Delia Mayer, Dina Doronne, David Mandelbaum, Yousef Sweid, Dennenesch Zoudé, Isabel Schosnig, Aaron Altaras, Tamar Amit-Joseph, Safinaz Sattar, Langston Uibel, Aziz Dyab;Germany;March 26, 2020;2020;TV-MA;1 Season;International TV Shows, TV Dramas;A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians — until her past comes calling.
s7682;Movie;Wyatt Earp;Lawrence Kasdan;Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby, Jeff Fahey, Joanna Going, Mark Harmon, Michael Madsen, Catherine O'Hara, Bill Pullman, Isabella Rossellini, Tom Sizemore;United States;January 1, 2020;1994;PG-13;191 min;Action & Adventure;Legendary lawman Wyatt Earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the OK Corral.
s2714;Movie;Hey Arnold! The Jungle Movie;Raymie Muzquiz, Stu Livingston;Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress MacNeille, Craig Bartlett, Carlos Alazraqui;United States, South Korea, Japan;November 2, 2019;2017;TV-PG;81 min;Children & Family Movies, Comedies;When Arnold and his crew win a trip to San Lorenzo, their adventure in the wild forces them to take the same risky path as Arnold's missing parents.
s2058;TV Show;Examination of Conscience;NA;NA;Spain;January 25, 2019;2019;TV-MA;1 Season;Crime TV Shows, Docuseries, International TV Shows;Allegations of child sexual abuse in Spain's Catholic institutions are examined in interviews with survivors, clergy, journalists and other experts.
s5869;Movie;Suckseed;Chayanop Boonprakob;Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam, Thawat Pornrattanaprasert;Thailand;September 5, 2018;2011;TV-MA;130 min;Comedies, International Movies, Music & Musicals;When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.
s1403;Movie;City of Joy;Madeleine Gavin;NA;United States,;September 7, 2018;2018;TV-MA;77 min;Documentaries;Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.
s1920;Movie;Eddie Murphy: Raw;Robert Townsend;Eddie Murphy;United States;January 1, 2021;1987;R;90 min;Stand-Up Comedy;This stand-up comedy classic features Eddie Murphy live in a provocative series of impressions, observations and remembrances of his childhood.
s4379;TV Show;Myths & Monsters;Daniel Kontur;Nicholas Day;United Kingdom;December 23, 2017;2017;TV-PG;1 Season;British TV Shows, Docuseries;This documentary series takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.
s3063;Movie;Is Love Enough? Sir;Rohena Gera;Tillotama Shome, Vivek Gomber, Geetanjali Kulkarni, Rahul Vohra, Divya Seth, Chandrachoor Rai, Dilnaz Irani, Bhagyashree Pandit, Anupriya Goenka, Rashi Mal;India, France;January 8, 2021;2018;TV-MA;99 min;Dramas, Independent Movies, International Movies;A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them.
s4609;Movie;Om Shanti Om;Farah Khan;Shah Rukh Khan, Deepika Padukone, Shreyas Talpade, Arjun Rampal, Kirron Kher, Javed Sheikh;India;April 1, 2018;2007;TV-14;169 min;Comedies, Dramas, International Movies;Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.
s2586;Movie;HALO Legends;Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O'Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki;Andy McAvin, James Faulkner, Luci Christian, John Swasey;United States, Japan;May 1, 2017;2009;PG-13;117 min;Action & Adventure, Anime Features, Sci-Fi & Fantasy;This anthology features seven independent anime shorts from renowned directors, delving into the futuristic universe of the video game franchise Halo.
s1467;TV Show;Color of Woman;NA;Jae Hee, Soo-kyung Lee, So-yi Yoon, Ji-ho Shim, Sang-Myeon Park, Joo-young Kim;South Korea;December 15, 2016;2012;TV-PG;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows;Two women at a cosmetics company compete for love and success. One uses her brain and diligence, while the other works her beauty and charm.
s7723;Movie;You Are My Home;Amanda Raymond;Alyssa Milano, Angel Parker, Cristián de la Fuente, Eva Ariel Binder, Joel Steingold;United States;December 4, 2020;2020;TV-PG;93 min;Children & Family Movies, Dramas;After becoming separated from her family, a young girl finds herself in the care of a heartbroken woman who faces her own struggles.
s279;Movie;ABCD 2;Remo D'Souza;Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb, Sushant Pujari, Punit Pathak, Dharmesh Yelande, Raghav Juyal;India;November 1, 2018;2015;TV-14;146 min;Dramas, International Movies, Music & Musicals;After being accused of cheating on a reality TV show, a dance troupe seeks to redeem itself by winning the World Hip-Hop Dance Championship.
s2620;Movie;Har Kisse Ke Hisse: Kaamyaab;Hardik Mehta;Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar, Avtar Gill, Kaurwakee Vashistha, Amitabh Srivastava, Vikas Verma;India;May 2, 2020;2020;TV-14;105 min;Dramas, International Movies;After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking.
s5110;TV Show;Razia Sultan;NA;Pankhuri Awasthy, Saurabh Pandey, Rohit Purohit, Sooraj Tapar, Mohit Abrol, Seema Kapoor;India;April 1, 2017;2015;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;This sweeping historical drama charts the rise of a remarkable real-life figure, the first woman to ever rule the Delhi Sultanate.
s7492;Movie;Waterschool;Tiffanie Hsu;NA;United States, Brazil, India, Uganda, China;July 25, 2018;2018;TV-G;68 min;Documentaries;Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.
s241;Movie;A Thousand Words;Brian Robbins;Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ruby Dee, John Witherspoon, Jack McBrayer;United States;July 1, 2020;2012;PG-13;92 min;Comedies;When he learns his karma will permit him to speak just a thousand more words before he dies, fast-talking agent Jack must make every syllable count.
